word,count
avoided,5
awaited,3
awaking,1
awkward,4
backing,2
baffled,2
bagnets,1
bailiff,1
baiting,1
balance,4
baldwin,1
baleful,1
ballast,2
bandage,2
banking,4
banners,1
banquet,2
barbara,22
barbary,3
bargain,7
barking,2
barnard,3
baronet,7
barrier,4
barrows,1
bashful,3
baskets,2
basking,1
bassoon,1
bastard,1
bathers,2
battery,2
baulked,1
bawling,1
bayonet,2
bazzard,6
beaming,3
bearers,2
bearing,9
beastly,1
beating,6
becomes,5
bedroom,11
bedside,8
bedtime,1
beehive,2
beetles,2
beggars,4
begging,5
beguile,1
behoves,1
beknown,1
belated,1
beliefs,1
believe,86
belinda,2
bellows,3
belongs,4
beloved,3
belying,1
benches,1
bending,3
beneath,22
benefit,8
bentley,2
bequest,1
berried,1
berries,2
berryin,2
beseech,1
besides,60
bestows,2
betides,1
betimes,2
betrays,1
betwixt,8
bidding,1
billows,2
binding,1
biscuit,2
blandly,1
blasted,1
blazing,3
blessed,16
blinded,2
blinder,3
blister,1
bloated,1
blocked,2
blooded,1
bloomed,1
blossom,1
blotchy,1
blotted,2
blowers,1
blowing,6
blunted,1
blushed,3
blushes,1
boarded,1
boasted,1
boaster,1
boatmen,3
bobbish,1
boffins,8
boiling,2
bondage,2
bonnets,3
booking,3
boorish,2
borders,3
boredom,1
borrows,1
bottles,6
bounded,1
bouquet,1
boyhood,4
bradley,53
branded,1
bravely,1
breadth,1
breaker,2
breasts,4
breathe,3
brewery,5
bridges,4
briefly,1
brimful,1
brimmed,6
briskly,4
bristol,1
britain,2
british,7
britons,1
brittle,1
broader,2
brobity,1
broking,1
brother,61
brought,101
browner,2
bruised,1
bruises,1
bruisin,1
brushed,3
brushes,3
buckets,1
buffalo,1
buffers,2
bulging,1
bullamy,3
bulldog,1
bullock,1
bunches,2
bundled,1
bundles,1
buoyant,1
burdens,1
burning,10
burying,1
busiest,2
butcher,9
buttons,2
buzzing,2
cabbage,4
cabinet,5
calleth,1
calling,23
calmest,2
camilla,6
candles,8
candour,3
capable,7
caperer,1
capital,14
caprice,1
captain,21
capting,1
captive,1
caravan,6
carcass,1
careful,10
carpets,1
carried,24
carrier,6
carries,3
carving,6
cashier,1
casting,12
castles,1
castors,1
catspaw,1
causing,3
caution,7
caverns,1
cayenne,1
cecilia,1
ceiling,16
cellars,2
central,1
century,3
certain,64
chafing,6
chained,1
chaired,1
chaises,1
chalked,2
chamber,24
chanced,4
chances,3
changed,32
changes,5
channel,4
chapter,491
charged,12
charges,6
charing,1
chariot,6
charity,18
charles,19
charley,64
charmed,3
charred,1
chateau,4
chatter,1
cheaper,1
checked,7
cheeked,4
cheered,5
chelsea,1
chemist,1
chesney,12
chested,1
chewing,1
chicken,1
chiefly,3
chilled,3
chillip,6
chimley,1
chimney,24
chirped,1
choking,2
chollop,1
chooses,2
chrisen,1
chronic,1
chuckle,2
chuffey,13
churned,1
circled,1
circles,5
circuit,1
citizen,14
civilly,1
claimed,3
clapped,8
clasped,9
classes,4
clatter,2
clauses,1
cleanly,1
cleared,4
clearer,2
clearly,17
clients,6
climate,1
climbed,4
clipper,1
clogged,3
closely,5
closest,1
closets,2
closing,6
clothed,1
clothes,36
clouded,1
cluster,1
coaches,4
coarser,1
coaxing,2
cobbler,3
cockade,1
codicil,1
coffins,1
coldest,1
collect,1
college,9
collins,1
colonel,10
colours,6
columns,3
combats,1
combine,1
combing,1
comfort,14
comical,1
command,9
comment,1
commons,11
compact,1
company,80
compare,1
compass,3
compels,1
compose,1
comrade,4
conceal,8
conceit,2
concept,10
concern,3
concert,2
concord,1
conduct,9
confess,7
confide,7
confine,2
confirm,2
conquer,1
consent,8
consign,1
consist,1
consult,3
consume,2
contact,5
contain,21
contend,3
content,10
contest,4
context,2
control,3
convent,1
conveys,1
convict,6
cookery,2
cooking,3
coolers,1
cooling,2
copying,2
copyist,1
cordial,3
corners,9
coroner,3
correct,18
corrupt,2
cottage,8
couched,1
couches,1
coughed,1
counsel,9
counter,5
country,60
coupled,1
courage,11
courier,1
courses,2
courted,1
courtly,2
cousins,4
covered,18
cowards,1
coyness,1
cracked,3
crammed,1
cramped,1
creaked,2
creakle,13
creased,1
created,1
creator,1
creetur,9
crewler,1
cricket,2
crimped,1
crimple,3
crimson,1
crisply,1
croaked,1
crooked,6
crossed,12
crowded,4
crowing,2
crowned,3
cruelly,4
cruelty,3
crushed,6
crushes,1
cunning,4
curator,1
curious,27
curling,1
currant,3
current,4
cursing,1
curtain,8
curtsey,1
curtsys,1
curving,1
cushion,3
custard,2
custody,4
cutlery,1
cutlets,2
cutting,5
dabbled,1
daggers,1
daisies,1
damaged,2
damages,11
dancers,1
dancing,11
dangers,2
daresay,1
darkest,1
darling,20
darning,3
darting,5
dashing,3
daunted,1
dawning,1
daytime,3
dazzled,1
dealers,1
dealing,3
dealins,1
dearest,28
debased,1
debated,1
debates,2
debited,1
decease,1
deceive,4
decency,2
decided,6
declare,4
decline,7
decoyed,1
dedlock,31
deeming,3
deepest,5
defarge,41
defence,4
defined,2
degrade,1
degrees,13
delayed,2
delight,22
deliver,5
deluded,3
delving,1
demands,4
denoted,2
densest,1
density,1
denuded,1
denying,1
departs,1
depends,3
deplore,1
deprive,1
derived,15
descend,2
descent,5
deserve,6
designs,3
desired,9
despair,13
despite,4
dessert,2
destiny,2
destroy,13
details,8
develop,3
deviate,1
devices,1
devised,3
devoted,21
devotes,1
diamond,2
diaries,1
dictate,1
diffuse,1
digging,2
diggory,1
dignity,13
dilemma,1
dimmest,1
dimpled,3
dinners,2
dirtier,1
discord,2
discuss,4
disdain,3
disease,3
disgust,1
dislike,2
dismiss,3
display,4
disport,1
dispose,3
dispute,4
dissent,1
distant,22
disturb,5
disused,1
divided,7
divined,1
divorce,1
doating,1
doctors,5
dodging,3
dogging,1
doglike,1
doleful,3
dollars,1
dolloby,1
dolphin,2
donkeys,1
doorway,5
dormant,2
doubled,4
doubted,7
dragged,2
draggin,1
draggle,1
dragons,1
drained,1
draught,3
drawers,5
drawing,41
draymen,1
dreaded,8
dreadfo,1
dreamed,7
dreamer,2
dressed,18
dresser,3
dresses,1
driving,11
drizzle,1
droning,1
drooped,2
dropped,20
drowned,9
drugget,1
drummle,8
drunken,4
dudgeon,2
dungeon,1
durdles,28
dustman,2
dustmen,1
dutiful,2
dwarfed,1
dwindle,2
eagerly,6
earlier,2
earnest,18
earning,1
earthly,6
eastern,1
echoing,5
eclipse,1
economy,2
ecstacy,1
ecstasy,2
edeners,1
edifice,2
edified,1
edition,11
editors,1
educate,2
edwards,3
effects,5
efforts,6
ejected,1
elapsed,3
elbowed,1
elderly,3
elegant,3
element,1
elysian,1
embrace,7
emerald,1
emerged,4
eminent,1
emotion,8
emptied,6
empties,1
enabled,3
enables,1
encased,1
endured,2
enemies,6
engaged,41
engines,1
england,19
english,15
enjoyed,3
enlarge,1
enraged,1
ensuing,1
entered,26
entreat,5
entries,1
envious,2
environ,1
envying,1
epergne,1
epistle,1
epitaph,1
equable,2
equally,12
erected,1
errands,2
escaped,4
esquire,6
essence,2
estates,1
estella,37
eternal,5
evading,1
evasion,1
evening,71
evident,4
evinced,2
exactly,51
exalted,3
examine,3
example,7
excited,9
exclaim,2
exclude,1
excused,2
execute,4
exerted,1
existed,3
expands,1
expects,1
expense,9
expired,2
explain,8
explore,1
exposed,5
exposes,1
expound,1
express,19
extract,1
extreme,6
exulted,1
eyebrow,2
eyelids,2
factory,1
faculty,3
failing,5
failure,9
fainted,1
fainter,4
faintly,3
fallacy,1
falling,18
falters,1
fancied,12
fancies,4
fanning,1
fardens,2
farmers,1
farming,1
farther,8
fashion,6
fasting,1
fathers,2
fathoms,1
fatigue,3
favours,1
fawning,1
fearful,8
fearing,2
feasted,1
feather,3
feature,4
feeding,2
feeling,45
feigned,1
fellows,8
females,1
fencing,1
fervent,1
fervour,1
festoon,1
fetched,3
fiction,3
fidgety,1
fifteen,7
figures,15
filling,2
finally,14
finding,22
fingers,18
firstly,4
fishing,2
fitting,3
fixedly,2
fixture,1
flagged,2
flaming,2
flanked,1
flannel,5
flapped,1
flaring,2
flashed,1
flashes,2
flatter,1
flavour,7
fleeter,1
flights,2
floated,4
floored,5
flopson,2
flowers,22
flowery,1
flowing,4
flushed,6
flushes,1
flutter,6
foaming,1
foggier,1
folding,8
follies,4
follows,10
foolish,9
footing,4
footman,4
footmen,1
forbade,1
forbear,1
forbore,1
forcing,2
foreign,15
foresaw,1
foresee,1
forfeit,1
forgave,1
forgets,2
forgive,25
forlorn,2
forming,6
forsook,1
forties,1
fortune,33
forward,29
founded,4
founder,1
fourths,4
fowling,1
fragile,1
francis,2
frankly,1
frantic,2
fraught,3
freedom,9
fresher,2
freshly,1
friends,70
frosted,2
frowned,2
fulfils,1
fullest,1
fulness,1
funeral,7
funnier,2
furdest,1
furious,4
furnace,1
gabelle,7
gaining,4
gallant,8
gallery,6
galling,2
gallons,1
gallows,2
gambler,1
gambols,2
gaolers,1
gardens,1
gardner,1
gargery,2
garland,7
garment,1
gaspard,2
gateway,2
general,65
genteel,9
gentian,1
genuine,7
geology,1
gerrard,1
gesture,1
getting,40
ghastly,4
ghostly,4
giddily,2
gilding,2
girthed,1
glamour,1
glanced,15
glances,3
glaring,5
glasses,13
gleamed,1
gliding,4
glimpse,5
glisten,2
glowing,6
gnawing,1
goblets,1
gossips,1
grammar,1
grander,1
granted,8
grasped,3
gratify,3
grating,2
gravely,7
gravity,10
grayper,1
grazing,1
greater,31
greatly,17
greeted,1
gridley,6
grieved,6
griffin,5
grimace,3
grimmer,1
grinder,1
gripped,1
groaned,2
groined,1
groping,5
grounds,4
grouped,2
growing,17
growled,2
guiding,1
guineas,6
gullies,1
gulping,1
gumming,1
gunwale,2
gurgled,1
gushing,1
hackney,7
hadrian,1
haggard,3
hailing,2
hamburg,1
hammock,1
hampton,1
hanbury,1
handful,1
handing,2
handled,1
handles,2
hangdog,1
hanging,17
hangman,2
happens,2
happier,6
happily,9
hardest,2
harmony,4
harmoon,1
harness,2
harrows,1
hastily,9
hateful,1
haughty,1
hauling,1
haunted,5
hazards,1
heading,1
healing,2
healths,1
healthy,4
hearers,2
hearing,23
hearken,1
hearted,24
heathen,2
heavens,3
heavers,1
heavier,4
heavily,8
heaving,5
heedful,1
heights,5
helpful,1
helping,6
hemming,1
herbert,48
heroine,1
herseln,1
hiccups,1
hideous,8
highest,6
highway,3
himseln,1
hinting,1
hisself,1
histing,1
history,9
hitting,2
hoisted,1
holborn,4
holders,1
holding,28
holiday,4
holland,1
honesty,2
honours,3
hooking,1
hooroar,3
hopeful,8
hopkins,2
hopping,2
horizon,1
horrors,4
horsing,1
hostess,3
hottest,1
hovered,1
howbeit,2
however,117
howling,3
hubbard,1
hugging,1
hulkers,1
humbled,3
humbler,1
humdrum,1
humming,1
humored,1
humours,4
hundred,35
hunting,4
hurried,11
hurries,1
hurting,1
husband,52
hustled,1
hutches,1
icicles,1
ignited,1
ignoble,1
illinoy,1
illness,7
imagine,13
imbibed,1
imitate,2
immense,12
immoral,1
impeach,1
imperil,1
implied,2
implore,1
imposed,2
imposts,1
improve,3
impulse,5
imputed,1
inanity,1
inaptly,1
incited,1
incline,1
indians,1
induced,6
indulge,2
infancy,6
infants,1
inflict,1
inhales,1
initial,3
injured,4
inmates,3
innyard,1
inquest,3
inquire,5
inquiry,11
inspire,3
instant,24
instead,47
insults,1
insurer,1
intense,3
intrude,1
invited,8
invoked,1
invokes,1
involve,2
ireland,1
issuing,1
italian,2
itching,1
jacques,10
jaggers,20
jamaica,1
january,1
jardine,1
jarsper,1
jealous,10
jellips,1
jellyby,25
jerking,2
jiniral,1
jiniwin,2
jinkins,13
jobling,16
joining,3
jointly,1
jollity,1
jorkins,9
jostled,1
jotting,1
journal,2
journey,25
judging,4
juggler,1
jumbled,1
juniors,1
juryman,3
jurymen,2
justice,17
justify,2
kedgick,1
keenest,1
keepers,2
keeping,17
kentish,1
ketchup,1
kettles,3
keyhole,4
kidneys,1
kiender,3
kindled,1
kindred,3
kinsman,2
kissing,4
kitchen,32
kittens,1
knavery,3
kneaded,1
kneeled,4
knights,2
knitted,5
knitter,1
knobbed,1
knocked,10
knocker,3
knotted,1
knowing,40
knuckle,1
labours,3
lammles,2
lancets,1
landing,4
languid,1
languor,1
lantern,13
largest,2
larkins,3
larming,1
lasting,2
lateral,1
lattice,2
laughed,16
lavinia,17
lawless,1
lawyers,3
lazarus,1
leaders,1
leading,13
leagued,1
leagues,1
leandro,1
leaning,15
leaping,3
learned,7
leather,4
leaving,32
lecture,1
leeches,1
legally,2
legatee,1
legible,1
legions,1
leisure,2
lenders,1
lending,1
lengthy,1
lenient,1
lessons,7
letters,20
letting,5
liberal,2
liberty,14
library,6
licence,2
license,31
lifting,2
lighted,19
lighten,3
lighter,9
lightly,6
likings,2
limited,19
limping,2
lincoln,8
linwood,1
liquids,1
liquors,2
listens,2
literal,1
liverer,1
lobster,3
located,1
lockers,1
lodgers,2
lodging,11
lombard,1
longest,1
lookers,1
looking,239
lookout,1
looming,2
loosely,4
lottery,2
loudest,1
lounged,5
lounges,1
loyalty,1
luckier,1
luckily,1
luggage,4
lunatic,1
lurking,3
macbeth,4
machine,4
madness,5
madonna,1
magnify,1
maidens,1
majesty,10
managed,2
manager,4
manette,12
mangles,1
manhood,1
mankind,14
manners,9
mansion,5
mantled,1
mantles,1
marched,1
marches,2
margate,1
mariner,1
markets,2
markham,2
marking,1
marquis,7
married,39
marrows,1
marshes,2
martial,2
marvels,1
mashing,1
masonic,1
massive,5
masters,3
mastery,2
matches,1
matters,16
matthew,5
maudlin,2
mayfair,1
meadows,3
meanest,1
meaning,46
measles,2
measure,8
meddled,1
medical,4
meeting,22
melting,2
members,6
memoirs,2
mending,2
mention,23
mercers,1
mercies,1
mercury,9
merited,2
merrily,4
message,11
methods,10
mightst,1
mildest,1
milkman,1
milkpot,1
millers,2
milling,1
million,1
milveys,1
mincing,1
minders,2
mindful,4
mingled,8
minuets,1
minutes,36
mirrors,2
miserly,2
misfort,1
misgave,1
mislead,1
missing,3
mission,3
mistake,13
mithter,1
mittens,1
mixture,2
moaning,2
mockery,2
modesty,2
moisten,1
mollify,1
moments,17
monarch,2
mongrel,1
monitor,1
monkish,1
monster,9
monthly,2
moodily,5
morally,4
morbury,1
morning,110
morsels,1
mortals,1
mothers,3
motives,3
mottled,1
moulded,1
mounted,4
mourner,2
mouthed,1
mowcher,9
moydert,1
muddled,1
muffled,6
murders,1
musical,4
mystery,15
nadgett,11
nankeen,1
natives,1
natural,37
natured,3
natures,1
naughty,2
nearest,3
neckett,1
needful,2
needles,1
neglect,2
neither,52
nephews,1
nervous,7
nesting,2
netting,1
nettled,1
nettles,2
neville,27
newness,1
nibbing,1
nickits,1
nightly,2
noblest,1
nodding,6
noisier,1
nomadic,1
noodles,1
norfolk,1
norwich,1
norwood,2
nosegay,1
nostril,1
notable,2
notched,1
nothing,333
nothink,7
noticed,7
notices,2
notions,2
novelty,2
novices,1
nowhere,7
nubbles,3
nudging,1
numbers,4
nuptial,1
nursery,1
nursing,3
obeying,1
objects,17
obliged,19
obscene,1
obscure,5
observe,20
obtrude,1
obvious,3
offence,8
offense,1
offered,12
officer,8
offices,5
oftener,3
oilskin,2
omitted,3
omnibus,1
onquiet,1
opening,23
operate,1
opinion,40
opposed,2
oranges,2
oration,2
orchard,1
ordered,11
orderly,1
orphans,2
ostrich,3
ourseln,1
outcast,1
outlast,1
outside,48
outward,5
overdid,1
overrun,1
overset,1
oysters,4
pacific,1
packing,3
paddles,1
paddock,1
padlock,1
painful,20
painted,10
painter,2
palaces,1
palings,2
panting,3
paraded,1
parapet,3
parasol,1
parcels,2
pardner,3
parents,3
parlour,20
partake,2
partial,3
parties,10
parting,21
partlck,1
partner,18
partook,3
passage,16
passers,2
passing,25
passion,15
pastime,2
patched,1
patches,4
pathway,1
patient,14
patriot,1
pattens,2
pattern,7
patting,1
pausing,8
pawkins,4
payment,3
peaches,1
peasant,3
pebbles,2
peecher,10
peeling,1
peeping,3
peerage,2
peering,2
pegasus,2
pegging,1
pelting,1
penance,2
pending,2
pensive,2
peopled,1
peoples,1
perched,3
perches,1
perfect,21
perfidy,1
perform,3
perfume,1
perhaps,201
perjury,1
perkins,2
persons,12
perusal,1
pervade,1
pettish,1
phantom,1
picking,7
pickled,1
picture,15
pierced,2
pigeons,1
pigtail,1
pilgrim,1
pillars,1
pillows,2
pimples,1
pincers,1
pinched,4
pinches,2
pinions,1
pirates,1
pitched,3
pitiful,1
pitying,2
placard,1
placing,1
plainer,5
plainly,15
planned,3
planted,2
plaster,1
platter,1
players,2
playful,6
playing,9
pleaded,1
pleased,24
pleases,1
pledged,1
pledges,1
plodded,1
plotter,2
plucked,5
plunder,2
plunged,2
pockets,19
poddles,1
podsnap,24
pointed,11
poisons,1
pomatum,1
poorest,1
popular,7
porters,3
portico,1
portion,6
possess,3
postern,1
postman,1
posture,5
poultry,2
pounced,2
pouring,4
pouting,2
poverty,4
powlers,1
praised,2
praises,1
prayers,5
praying,3
precept,1
predict,1
preface,5
prelude,1
premium,2
prepare,3
present,85
preside,1
pressed,2
presume,5
pretend,8
prevail,1
prevent,13
printed,7
prisons,2
privacy,1
private,25
probing,1
problem,1
proceed,10
process,4
proctor,2
procure,3
produce,6
profess,3
profile,4
profits,4
profuse,1
project,64
promess,2
promise,14
pronoun,1
prophet,2
propose,13
propped,1
prosaic,1
prosper,1
protest,9
proudly,1
proverb,1
provide,2
proving,2
prudent,4
pudding,9
puffing,1
pulling,7
punched,1
puppets,1
purport,2
purpose,69
pursued,18
pursuer,1
pursuit,11
pushing,3
putting,29
puzzled,6
qualify,1
quality,7
quarrel,7
quarter,17
queerer,1
quicker,2
quickly,18
quieter,2
quietly,13
quinion,4
quitted,1
rabbits,2
rachael,26
radfoot,2
radiant,5
radical,1
raffled,1
railing,1
railway,3
raising,11
raisins,1
rallied,3
rambled,1
rampage,1
rampant,3
ranging,1
raphael,1
rapidly,8
rapture,2
rathcal,1
rattled,7
rattles,1
raymond,1
reached,8
reaches,1
readers,2
readily,8
reading,33
reagion,1
reality,6
realize,1
reaping,1
rearing,2
reasons,10
rebound,1
recalls,2
receipt,5
receive,27
recluse,1
recover,4
rection,1
reddest,1
redness,2
redress,2
reduced,6
reether,4
refined,2
reflect,5
refrain,1
refresh,1
refusal,2
refused,2
refuses,1
regains,1
regards,1
regimen,1
regions,4
regrets,3
regular,12
reigned,1
rejoins,1
relapse,2
related,2
relates,1
release,10
reliant,3
relieve,4
relying,1
remains,5
remarks,8
reminds,4
remnant,1
remorse,4
removal,1
removed,8
renders,2
renewed,3
repairs,1
repeats,6
replace,1
replied,30
replies,3
reports,2
reposed,1
repress,3
reprove,1
repulse,1
reputed,1
request,7
require,6
rescued,2
reserve,5
resided,1
resists,1
resolve,6
resorts,2
respect,25
respond,2
resting,16
restore,3
results,1
resumed,17
resumes,1
retains,1
retaken,1
retches,1
retired,17
retires,4
retorts,2
retrace,1
retract,1
retreat,7
returns,10
revelry,1
revenge,2
revenue,10
revered,1
reverie,2
reverse,2
reverts,2
revisit,1
revival,1
revived,3
revolve,1
ribbons,5
richard,91
richest,1
ridding,1
riggers,2
rightly,2
ringing,3
ripples,1
risings,1
riveted,1
roadway,1
roaring,4
roasted,2
robbery,2
rocking,9
roguish,1
rolling,9
romance,1
romulus,1
ronauts,1
rooshan,2
rooting,1
rosebud,1
roughly,1
rounded,1
roundly,1
rousing,2
routine,1
rubbing,10
rubbish,1
ruffled,4
ruining,1
ruinous,2
rumours,2
runners,2
running,16
rushing,5
russian,1
rustily,1
rusting,1
rustled,1
rythink,1
sacking,1
sadness,1
sailing,3
sailors,1
sainted,1
sallied,2
saluted,1
samples,1
sampson,15
sanctum,1
sangsby,1
satanic,2
satisfy,2
saucers,1
sausage,2
savages,1
savings,3
sawdust,2
sawyers,2
scadder,3
scalded,1
scarlet,1
scarred,1
scatter,1
schemes,5
scholar,6
schools,1
science,3
scolded,1
scoring,2
scorned,1
scratch,3
scrawls,1
scrooge,67
scrunch,1
scruple,1
sculled,1
sealing,4
seaport,1
seasons,4
seating,2
seaweed,1
seconds,5
secrecy,5
secrets,2
section,50
secured,2
seeking,7
seeming,9
seizing,1
selfish,6
sellers,1
selling,1
senator,1
sending,4
serious,11
serpent,1
servant,24
service,26
servile,3
serving,5
setting,10
settled,16
settles,1
seventh,1
seventy,8
several,37
severer,1
shading,6
shadows,15
shadowy,7
shaking,28
shallow,2
shaping,1
sharing,1
sharpen,2
sharper,1
sharply,3
shaving,4
sheared,1
shelter,8
shelves,3
sheriff,2
shining,19
shivers,2
shocked,6
shooter,1
shopman,1
shorter,1
shortly,10
shouldn,16
shouted,2
showing,24
showmen,1
shudder,3
shuffle,2
shutter,1
siamese,1
sifting,1
sighing,1
signals,1
signify,3
signing,1
silence,48
similar,10
similes,1
sincere,2
singing,7
sinking,8
sinless,1
sisters,8
sitting,67
situate,1
sixteen,1
skilful,1
skittle,1
skylark,1
slacken,1
slanted,1
slantin,1
sleeper,1
sleeved,1
sleeves,9
slender,4
sliding,1
slipped,6
sloughs,1
slowest,1
slumber,1
slyness,1
smacked,1
smaller,5
smarted,1
smeared,3
smiling,16
smiting,1
smoking,11
snagsby,32
snapped,2
sneered,1
sneezes,2
snoring,2
snuffed,1
snuffer,1
soaring,1
sobbing,5
sobered,3
society,30
soldier,7
solvent,1
somehow,23
someone,5
soothed,4
sorrows,3
sounded,5
soundly,2
spanish,3
spanned,1
sparkle,2
sparrer,1
sparsit,17
spatter,1
speaker,7
special,8
species,6
specify,1
spectre,5
spenlow,8
spheres,1
spiders,1
spikers,1
spinach,1
spirits,40
spooney,2
sported,1
spotted,1
sprites,1
spurned,1
squalid,2
squared,1
squares,1
squeeze,3
squires,1
stabbed,1
stabled,1
stables,3
stagger,1
stained,7
stalked,1
stammer,1
staring,15
starlit,1
starred,1
started,15
startle,2
startop,7
starved,5
stately,12
stating,6
station,22
stature,4
statute,1
staying,4
stealth,2
steamer,1
steeped,4
steeple,3
stentor,1
stephen,43
stepped,5
sterner,1
sternly,3
steward,2
stiffly,1
stifled,2
stifler,1
stilled,1
stinger,2
stinted,1
stipend,1
stirred,6
stirrup,3
stoical,1
stomach,3
stoning,1
stooped,4
stopped,56
stories,4
storing,1
stormed,1
stowing,1
strains,1
strange,44
strayed,2
streaks,1
streams,3
streets,46
stretch,6
strikes,3
strings,2
stripes,2
striven,1
stroked,1
strokes,2
strolls,2
stryver,11
stubble,1
student,4
studied,1
studies,2
stuffed,3
stunned,2
subdued,8
subject,82
sublime,1
subside,1
succeed,2
success,9
succour,1
sucking,1
suffers,1
suffice,2
suffolk,3
suggest,3
suicide,3
suiting,1
suitors,1
sulkily,2
summary,2
summons,3
sundays,4
sunders,1
suppers,2
support,13
suppose,76
surface,11
surgeon,4
surname,3
surtout,1
surveys,1
suspect,7
sustain,1
swagger,1
swallow,8
sweeper,1
sweetly,4
swelled,1
swerved,1
swiftly,4
swollen,4
swoshle,1
swosser,1
symbols,1
symptom,1
tablets,1
tacitly,1
tailors,1
tainted,1
talking,32
tambour,1
tangled,1
tankard,1
tannery,1
tapkins,2
tapping,2
tapster,1
tarried,1
teacher,4
teaches,1
teacups,1
teapots,1
tearing,4
tedious,3
telling,12
tellson,17
tempers,1
temples,2
tempted,4
tenants,2
tending,3
terewth,1
terming,1
terrace,5
terrors,6
testify,1
texture,1
thanked,7
thankee,29
thankye,1
theatre,7
thereby,1
thereof,3
thicker,1
thicket,1
thickly,1
thieves,1
thimble,3
thirdly,2
thirsty,3
thither,3
thleary,3
thought,200
thquire,6
threats,1
thriven,1
throwed,1
thumped,1
thunder,7
thyself,1
tickets,1
tickled,3
tickler,3
tidings,5
tighter,4
tightly,3
tigress,1
timbers,1
timidly,3
tinkled,1
tippins,7
tissues,1
tobacco,5
toddles,1
todgers,25
toiling,4
tongued,1
tongues,4
tonight,6
toother,1
topmost,1
torches,3
torment,3
torture,2
tossing,4
totally,1
touched,18
touches,3
toughey,2
towards,114
towered,1
tracked,2
traffic,3
tragedy,2
trained,5
traitor,3
trample,1
travels,5
treason,1
treated,5
tremble,4
tribute,1
trifled,1
trifles,1
trimmed,2
trinity,1
tripped,2
triumph,10
trivets,1
trivial,3
trodden,4
trooper,13
trotted,4
trouble,38
trudged,1
trumpet,3
trussed,2
trusses,1
trusted,10
trustee,1
tuesday,2
tuition,1
tumbled,8
tumbler,6
tumbles,2
turkish,1
turning,54
turnkey,3
twelfth,1
twemlow,36
twinkle,4
twirled,1
twisted,4
tyrants,1
umbrage,1
uncouth,2
undergo,2
undress,1
unequal,3
unhappy,10
unheard,1
uniform,3
uniting,1
unknown,8
unlocks,1
unlucky,8
unmoved,1
untried,2
untruth,1
unusual,6
unwound,1
updated,10
upright,14
upstart,2
upwards,2
urchins,1
urgency,2
useless,4
usually,10
uttered,7
utterer,1
utterly,5
vacancy,1
vacated,1
vagrant,1
vaguely,2
valleys,1
vanilla,10
variety,10
various,15
varnish,2
varying,1
vehicle,2
venison,1
venting,1
venture,7
verdict,3
verging,1
version,11
vessels,4
vibrate,1
victims,2
victory,2
viewing,1
village,21
villain,5
villany,1
vinegar,2
violent,11
violets,1
virtues,5
visible,7
visibly,1
visions,6
visited,3
visitor,13
vitally,1
vividly,4
volcano,1
voluble,1
volumes,2
wackles,3
waddled,1
waggons,2
wailing,2
waiting,45
wakeful,3
walking,39
waltzed,1
wanting,13
warbled,1
warders,1
warious,2
warmest,1
warming,5
warmint,1
warning,11
warrant,2
warsman,1
washing,7
wasting,4
watched,10
watches,5
watered,1
waxwork,1
waylays,1
wealthy,3
weapons,2
wearied,2
wearily,1
wearing,6
weather,23
weaving,2
wedding,9
wedlock,2
weeping,6
weights,4
weighty,1
welcome,23
welfare,2
wemmick,34
wetting,1
wharves,2
wheeled,1
wheerby,1
whereas,8
whereat,2
whereby,1
wherein,7
whereof,5
whether,115
whiffed,1
whimple,1
whipped,1
whirled,2
whisked,1
whisker,5
whisper,25
whistle,2
whitest,1
whither,7
whizzed,1
whoever,3
wicious,1
widowed,1
widower,1
wildest,3
wilfers,1
wilkins,3
william,10
willing,9
winding,3
windows,42
windsor,1
winking,6
winning,5
wiolent,1
wishing,6
wistful,1
without,237
witness,15
wittles,2
womanly,1
wonders,6
woodcot,1
woollen,1
workbox,1
working,17
workman,2
workmen,2
worldly,5
worried,2
worries,1
worship,2
wotever,1
wounded,10
wrapped,7
wreaths,1
writing,27
written,34
wronged,2
wrought,2
yawning,2
yelling,1
yellows,1
yielded,5
younger,12
zealous,1
abandons,1
abeyance,1
abortive,1
abruptly,3
absolute,4
absorbed,5
abstract,3
accepted,7
accident,13
accordin,1
accounts,6
accuracy,1
accurate,2
accursed,4
accustom,1
acerbity,1
achieved,1
acquired,5
acrimony,1
actively,1
actually,7
adapting,1
addition,3
adequate,1
adjusted,2
admirers,1
admiring,7
admitted,6
adoption,1
adorable,2
adorning,1
advanced,13
advances,3
advisers,1
advising,2
advocate,1
affected,9
afforded,5
agitated,4
agonized,1
agreeing,3
alacrity,3
alarming,4
alehouse,1
alighted,2
allegory,2
alliance,1
allotted,3
allowing,5
alluding,1
allusion,4
alluvial,1
alphabet,2
although,57
amateurs,1
ambition,3
ambrosia,1
amenable,1
american,2
amicable,1
amounted,1
analysis,1
ancients,1
anecdote,3
animated,7
announce,1
annulled,1
answered,42
anything,152
anythink,1
anywhere,24
apollers,1
apoplexy,1
apparent,3
appealed,3
appeared,74
appendix,1
appetite,7
appiness,1
applause,2
applying,3
approach,17
approval,6
approved,4
aquiline,2
ardently,3
argument,1
aromatic,1
arranged,14
arraying,2
arrested,4
arriving,9
arrogant,1
arteries,1
artfully,1
articled,2
articles,10
ascended,7
